"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://lotogreen.bet.br/play/pgsoft/fortune-horse","text/html;charset=utf-8","200","OK","Indexable","","Jogos de Cassino Fortune Horse - Pgsoft | Lotogreen","51","470","Experimente Fortune Horse na Lotogreen. Sua plataforma de cassino online com alta tecnologia, pagamentos rápidos e 100% regulamentada. Segurança máxima para sua diversão. Proibido para menores de 18 anos. Jogue com responsabilidade.","232","1522","","0","","0","Apostas","7","Comunidade","10","index, follow","","","https://lotogreen.bet.br/play/pgsoft/fortune-horse","","","","","","170783","48722","48722","7,221","","69","41","1,683","35,927","Hard","1,178","1","2","","1","1","0","1,490","54","38","0","14","12","0","","","","","d603ca8ac798aa6aed7c6156268e2859","0,468","","","","","pt-BR","1.1","","","","","","https://lotogreen.bet.br/play/pgsoft/fortune-horse","2026-09-02 12:19:22"
"https://lotogreen.bet.br/promotions/torneio-tada-gaming-agoset","text/html;charset=utf-8","200","OK","Indexable","","Apostas Online | Lotogreen","26","241","Apostas online","14","92","","0","","0","Apostas","7","Comunidade","10","index, follow","","","https://lotogreen.bet.br/promotions/torneio-tada-gaming-agoset","","","","","","184611","51785","51785","7,675","","69","41","1,683","35,927","Hard","1,093","1","1","","11","11","0","16,420","53","36","0","14","12","0","","","","","341638b79cf2a9d766beb056ecd9c034","0,395","","","","","pt-BR","1.1","","","","","","https://lotogreen.bet.br/promotions/torneio-tada-gaming-agoset","2026-09-02 12:19:22"
"https://lotogreen.bet.br/_nuxt/entry.Dba1MHoe.css","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,013","Wed, 19 Aug 2026 03:34:13 GMT","","","","","1.1","","","","","","https://lotogreen.bet.br/_nuxt/entry.Dba1MHoe.css","2026-09-02 12:19:23"
"https://lotogreen.bet.br/promotions/cashback-diario-de-ate-10-no-cassino-ao-vivo","text/html;charset=utf-8","200","OK","Indexable","","Apostas Online | Lotogreen","26","241","Apostas online","14","92","","0","","0","Apostas","7","Comunidade","10","index, follow","","","https://lotogreen.bet.br/promotions/cashback-diario-de-ate-10-no-cassino-ao-vivo","","","","","","184781","50972","50972","7,554","","69","41","1,683","35,927","Hard","1,102","1","1","","11","11","0","16,420","53","36","0","14","12","0","","","","","2449a8697bd1de2fcd88002a7fda5da5","0,578","","","","","pt-BR","1.1","","","","","","https://lotogreen.bet.br/promotions/cashback-diario-de-ate-10-no-cassino-ao-vivo","2026-09-02 12:19:22"
"https://lotogreen.bet.br/annual-statement","text/html;charset=utf-8","200","OK","Indexable","","Apostas Online | Lotogreen","26","241","Apostas online","14","92","","0","","0","Informe de Rendimentos","22","Apostas","7","index, follow","","","https://lotogreen.bet.br/annual-statement","","","","","","171595","49229","49229","7,296","","137","52","2,635","35,578","Hard","1,402","1","0","","67","67","0","100,000","51","36","0","14","12","0","","","","","28e31d9fe4fb17fa2ded32b2f3745cb5","0,607","","","","","pt-BR","1.1","","","","","","https://lotogreen.bet.br/annual-statement","2026-09-02 12:19:22"
"https://lotogreen.bet.br/funds-and-transactions-policy","text/html;charset=utf-8","200","OK","Non-Indexable","Canonicalised","Funds And Transactions Policy","29","273","INTRODUÇÃO A presente Política de Fundos e Transações Financeiras (“Política”) define as diretrizes e regras aplicáveis aos depósitos, saques e movimentaçõ...","158","990","","0","","0","4. TRANSAÇÕES FINANCEIRAS","25","5. GESTÃO DAS CONTAS GRÁFICAS, TRANSACIONAL E PROPRIETÁRIA","58","index, follow","","","http://localhost/funds-and-transactions-policy","","","","","","210251","60438","60438","8,957","","2153","321","6,707","18,489","Very Hard","7,804","1","0","","67","67","0","100,000","53","36","0","14","12","0","","","","","e2a364489b8f28fa1499602200f0b3bb","0,128","Tue, 01 Sep 2026 12:14:06 GMT","","","","pt-BR","1.1","","","","","","https://lotogreen.bet.br/funds-and-transactions-policy","2026-09-02 12:19:23"
"https://lotogreen.bet.br/play/spribe/mines","text/html;charset=utf-8","200","OK","Indexable","","Jogos de Cassino Mines - Spribe | Lotogreen","43","395","Experimente Mines na Lotogreen. Sua plataforma de cassino online com alta tecnologia, pagamentos rápidos e 100% regulamentada. Segurança máxima para sua diversão. Proibido para menores de 18 anos. Jogue com responsabilidade.","224","1470","","0","","0","Apostas","7","Comunidade","10","index, follow","","","https://lotogreen.bet.br/play/spribe/mines","","","","","","170750","48752","48752","7,225","","69","41","1,683","35,927","Hard","1,173","1","2","","68","67","0","100,000","54","38","0","14","12","0","","","","","afe7ef4a81c4b35444641f4cf143334d","0,465","","","","","pt-BR","1.1","","","","","","https://lotogreen.bet.br/play/spribe/mines","2026-09-02 12:19:23"
"https://lotogreen.bet.br/promotions/promocao-indique-e-ganhe","text/html;charset=utf-8","200","OK","Indexable","","Apostas Online | Lotogreen","26","241","Apostas online","14","92","","0","","0","Apostas","7","Comunidade","10","index, follow","","","https://lotogreen.bet.br/promotions/promocao-indique-e-ganhe","","","","","","184622","50680","50680","7,511","","69","41","1,683","35,927","Hard","1,092","1","1","","11","11","0","16,420","53","36","0","14","12","0","","","","","749b8af88493e1e5c21b367a29aca0f1","0,370","","","","","pt-BR","1.1","","","","","","https://lotogreen.bet.br/promotions/promocao-indique-e-ganhe","2026-09-02 12:19:23"
"https://lotogreen.bet.br/vip/tournaments","text/html;charset=utf-8","200","OK","Indexable","","Apostas Online | Lotogreen","26","241","Apostas online","14","92","","0","","0","Apostas","7","Comunidade","10","index, follow","","","https://lotogreen.bet.br/vip/tournaments","","","","","","172883","49206","49206","7,292","","69","41","1,683","35,927","Hard","1,155","1","1","","1","1","0","1,490","53","36","0","14","12","0","","","","","f764a6c0892699e1ec642cbb3dd0fcdf","0,611","","","","","pt-BR","1.1","","","","","","https://lotogreen.bet.br/vip/tournaments","2026-09-02 12:19:23"
"https://lotogreen.bet.br/autorizado.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","15020","15020","15020","2,226","","0","","","","","0,000","1","0","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,012","Mon, 27 Jul 2026 21:51:05 GMT","","","","","1.1","","","","","","https://lotogreen.bet.br/autorizado.png","2026-09-02 12:19:23"
